Pro,label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
keras,1,#11136,842d360e4388f255ae69055136909525cb66b276,"Breaking Down The Attention Api Pr: Part 1### Summary

I Believe That It Will Be Simpler To Merge #8296 By Breaking It Down Into Indépendant, Small Prs As Much As Possible. Here Is The First One.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [X] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Added the exponential activation. (#11136),Added the exponential activation. (#11136)
keras,0,11949,fca79866f4dd8df054d1643774175358f057d097,"Typo Fix### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [X] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Typo fix (#11949),Typo fix (#11949)
keras,0,10158,cbadaf00e28f7fe42762b55f52294e3a7bb90515,"Avoid A Warning In Optimizer By Using  'X = X * Y' Instead Of 'X *= Y'I Used Sgd Optimizer, And I Encounted Following Warning.

> [Tensorflow][Warning]: Variable *= Will Be Deprecated. Use Variable.Assign_Mul If You Want Assignment To The Variable Value Or 'X = X * Y' If You Want A New Python Tensor Object.

I Found A Way To Avoid This Warning For Sgd And Other Optimizers.
The Way Is Diff Of This Pull-Request.

Thank You.","Merge 2 functions together in applications MobileNetV2 (#10163)

* merge 2 functions together

_inverted_res_block() and _first_inverted_res_block() are nearly the same. Merged them into one function
1. skip ""Expand"" part for 0 block
2. made layers names similar to original TF graph names

* added ""mobl_"" to prefix, pep8 fix

* remove dropout parameter

* concise prefix name","Merge 2 functions together in applications MobileNetV2 (#10163)

* merge 2 functions together

_inverted_res_block() and _first_inverted_res_block() are nearly the same. Merged them into one function
1. skip ""Expand"" part for 0 block
2. made layers names similar to original TF graph names

* added ""mobl_"" to prefix, pep8 fix

* remove dropout parameter

* concise prefix name"
keras,0,10236,e6d21795d363165b36962e71ea7ba7948185e26f,"Increase Test Coverages By Adding Invalid Cntk UsecasesThis Pr Adds Invalid Cntk Tests For [The Current](Https://Travis-Ci.Org/Keras-Team/Keras/Jobs/380788236) Following Missing Lines:
```
Keras/Backend/Cntk_Backend.Py              1524    198    87%
```","Adds to and alphabetizes documentation of Layer base class. (#10282)

* Alphabetizes and adds to layers doc.

* Responding to @cais comments

* fix spacing.  Remove in(out)bound_nodes","Adds to and alphabetizes documentation of Layer base class. (#10282)

* Alphabetizes and adds to layers doc.

* Responding to @cais comments

* fix spacing.  Remove in(out)bound_nodes"
keras,1,#10078,f0e197e7ff42b9b096b81a9449f8cb90c6bc7922,Fix Typo ,fix typo (#10078),fix typo (#10078)
keras,1,#10688,75114feeac5ee6aa7679802ce7e5172c63565e2c,"Removed Some Unused Variables And Fixed A Formatting Error.### Summary
The Exception `E` Isn'T Used And `Layer_Id` Is Redefined Later.
Also When The Valueerror Was Raised, One Would Get The Following Error Instead:

```
Typeerror: Len() Takes Exactly One Argument (2 Given)
```
### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Removed some unused variables and fixed a formatting error. (#10688)

* Removed some unused variables.

* Fixed the formatting of an error message.","Removed some unused variables and fixed a formatting error. (#10688)

* Removed some unused variables.

* Fixed the formatting of an error message."
keras,0,9415,06eaeebecfb73c23bfd531013ca172ee3bf5069c,Fix An Explanation Of EpochFix An Explanation Of Epoch In Fit_Generator.,Add separable conv2d for CNTK (#9442),Add separable conv2d for CNTK (#9442)
keras,0,10856,b2f75b7a3d1da174a4859b1c26e2faab99041d29,"Fix Multi-Output Siamese Networks In Multi_Gpu_Model### Summary
Passing A Multi-Output Siamese Network Through `Multi_Gpu_Model()` Can Lead To `Valueerror` Exception When Both Values Of The Nested Model Are Returned. 

Code:
```Python
From Keras.Models Import Sequential, Model
From Keras.Layers Import Input, Dense, Add

Input_Shape = (3,)

Nested_Model = Sequential([
    Dense(32, Input_Shape=Input_Shape),
    Dense(1)
], Name='Nested')

Input1 = Input(Input_Shape)
Input2 = Input(Input_Shape)

Score1 = Nested_Model(Input1)
Score2 = Nested_Model(Input2)
Score_Sum = Add()([Score1, Score2])

Siamese = Model(Inputs=[Input1, Input2], Outputs=[Score_Sum, Score1, Score2], Name='Siamese')

From Keras.Utils Import Multi_Gpu_Model
Parallel_Siamese = Multi_Gpu_Model(Siamese, Gpus=2)
``` 

Output:
```
>>> Parallel_Siamese = Multi_Gpu_Model(Siamese, Gpus=2)
Traceback (Most Recent Call Last):
  File ""<Stdin>"", Line 1, In <Module>
  File ""/Usr/Local/Lib/Python2.7/Dist-Packages/Keras/Utils/Multi_Gpu_Utils.Py"", Line 240, In Multi_Gpu_Model
    Return Model(Model.Inputs, Merged)
  File ""/Usr/Local/Lib/Python2.7/Dist-Packages/Keras/Legacy/Interfaces.Py"", Line 91, In Wrapper
    Return Func(*Args, **Kwargs)
  File ""/Usr/Local/Lib/Python2.7/Dist-Packages/Keras/Engine/Network.Py"", Line 93, In __Init__
    Self._Init_Graph_Network(*Args, **Kwargs)
  File ""/Usr/Local/Lib/Python2.7/Dist-Packages/Keras/Engine/Network.Py"", Line 237, In _Init_Graph_Network
    Self.Inputs, Self.Outputs)
  File ""/Usr/Local/Lib/Python2.7/Dist-Packages/Keras/Engine/Network.Py"", Line 1442, In _Map_Graph_Network
    ' Times In The Model. '
Valueerror: The Name ""Nested"" Is Used 2 Times In The Model. All Layer Names Should Be Unique.
```

The Problem Is Caused By [Line 237](Https://Github.Com/Keras-Team/Keras/Blob/Master/Keras/Utils/Multi_Gpu_Utils.Py#L237) On Current Implementation Of `Multi_Gpu_Model()`. The Values Of `Model.Output_Names` Can Be Non-Unique And Thus We Get Valueerror Exceptions. The Pr Handles This Case By Choosing Unique Names For The Outputs That Have Conflicts. 

Example: In The Above Snippet The `Siamese.Output_Names` Has Value `['Add_1', 'Nested', 'Nested']`. To Avoid Duplicate Layer Names The Proposed Code Will Update `Parallel_Siamese.Output_Names` Value To `['Add_1', 'Nested_1', 'Nested_2']`. 

### Pr Overview

- [X] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group","[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group"
keras,0,10077,58fd1f0589d33aeb33c4129cfedfb7737495efc0,[Relnotes] Simplify Implementation Of Sequential And Remove Legacy Merge Support ,"Refactor training part of `engine` module. (#10029)

* Refactor topological part of Keras engine.

* Fix imports

* Fix merge mixup.

* Refactor training part of the Keras engine.

* Fix unit tests.","Refactor training part of `engine` module. (#10029)

* Refactor topological part of Keras engine.

* Fix imports

* Fix merge mixup.

* Refactor training part of the Keras engine.

* Fix unit tests."
keras,1,#10259,25a8973dfce5251c0bd527ffa16ce17174b94218,"Increase Test Coverages By Factorizing Cntk PadsThis Pr Increases Test Coverages By Factorizing Cntk Pads For [The Current](Https://Travis-Ci.Org/Keras-Team/Keras/Jobs/381949156) Following Missing Lines:
```
Keras/Backend/Cntk_Backend.Py              1524    192    87%
```",Increase test coverages by factorizing CNTK pads (#10259),Increase test coverages by factorizing CNTK pads (#10259)
keras,0,11125,ba7ab2ffe62143949b9730a55291c474352f31e5,"Fix Bug In Dilated Conv For Cntk### Summary
If The Number Of Channels Is Great Than 1, We Should Add A Non-Zero Value At The Begin Of ```Dilation``` To Line Up With The Input Channel Axis For ```C.Convolution```. The Extra Non-Zero Value Doesn'T Have Effect Even If The Number Of Channels Is 1, So We Can Always Add A Prefix ```(1,)``` To ```Dilation_Rate``` When Calling ```C.Convolution```. This Pr Fixed This Bug In ```Conv1D, Conv2D, Conv3D, Conv2Dtranspose```. For Other Conv Layers, It Has Several Other Issues Should Be Fixed As Well, I'Ll Send Follow-Up Prs Later.
I Found Related Unit Tests Only Run Cases That The Number Of Channels Is 1. I Enforced Them To Run Against Both Input And Output Channels Are Great Than 1 Which Is More Common Case, And Check Output As Expected Given An Input. I Have Run All These Unit Tests On A Machine With 2 Gpus, They Produce Expected Output And Exactly Same As Tf And Th Backend.

### Related Issues

### Pr Overview

- [X] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","[Refactoring] Removed code duplication in the theano backend. (#11131)

* Removed code duplication in the theano backend.

* Changed the name of the function to _set_keras_shape_for_reduction.","[Refactoring] Removed code duplication in the theano backend. (#11131)

* Removed code duplication in the theano backend.

* Changed the name of the function to _set_keras_shape_for_reduction."
keras,1,#10781,1068e173eafd15e5aa9f40b9f73590a7f5be4a84,"Created A Function To_Data_Format To Abstract The Shape And Data_Format Handling.### Summary
The Keras Codebase Has This Pattern Which Occurs Quite Frequently:
```Python
If Data_Format == 'Channels_First':
     Shape = ....
Else:
     Shape = ....
```

I Believe Some Refactoring Could Be Done, And It Could Lead To More Readable And Less Error-Prone Code.
I Made A Function For It, I Didn'T Use It In All The Places That I Could Though. I Wanted To Keep This Pr Small. I Will Replace More Code In The Future If This Pr Is Merged.

### Related Issues

### Pr Overview
* Made A New Function `To_Data_Format`.
* Removed It From The Docs.
* Used It At A Few Places To Show How It Would Work.

More Refactoring Using This Function Will Come In Future Prs.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Created a function to_data_format to abstract the shape and data_format handling. (#10781)

* Created a function to_data_format to abstract the shape and data_format handling.

* Moved to_data_format to generic_utils.py.

* Changed the to_data_format signature.","Created a function to_data_format to abstract the shape and data_format handling. (#10781)

* Created a function to_data_format to abstract the shape and data_format handling.

* Moved to_data_format to generic_utils.py.

* Changed the to_data_format signature."
keras,0,10034,7ff9303041729bb69bd416e2ccb6e7a87ee7cc2a,Allow Loading External BackendsThis Allows Third Parties To Run Keras On Their Backends Without Having To Add It To Keras Core / Mokey Patch / Maintain A Separate Fork.,"Add documentation to several activation functions (#10066)

* Add documentation to several activation functions

* Fix style issues.","Add documentation to several activation functions (#10066)

* Add documentation to several activation functions

* Fix style issues."
keras,1,#9802,ced81968b0e9d8b1389e6580721ac60d9cf3ca60,Missing Space Before A Comma In A DocstringHttps://Github.Com/Keras-Team/Keras/Blob/E85D3Dc15072F774736Eb0E3C216Eb0B7Da1Db9A/Keras/Layers/Convolutional_Recurrent.Py#L860,"Fix #9802 (#9803)

Fix #9802","Fix #9802 (#9803)

Fix #9802"
keras,1,#10509,ba4aac6abeca84c8a0a8787850a9fcf90613b0bc,Correct Parameters Of Conv2D LayerChanged Border_Mode='Same' To Padding='Same' In The Example To Match It With The Parameters Of Conv2D.,"Correct parameters of Conv2D layer (#10509)

Changed border_mode='same' to padding='same' in the example to match it with the parameters of Conv2D.","Correct parameters of Conv2D layer (#10509)

Changed border_mode='same' to padding='same' in the example to match it with the parameters of Conv2D."
keras,0,11125,cd22c5a53bf738ea678cb5ce0e799093d527f2a6,"Fix Bug In Dilated Conv For Cntk### Summary
If The Number Of Channels Is Great Than 1, We Should Add A Non-Zero Value At The Begin Of ```Dilation``` To Line Up With The Input Channel Axis For ```C.Convolution```. The Extra Non-Zero Value Doesn'T Have Effect Even If The Number Of Channels Is 1, So We Can Always Add A Prefix ```(1,)``` To ```Dilation_Rate``` When Calling ```C.Convolution```. This Pr Fixed This Bug In ```Conv1D, Conv2D, Conv3D, Conv2Dtranspose```. For Other Conv Layers, It Has Several Other Issues Should Be Fixed As Well, I'Ll Send Follow-Up Prs Later.
I Found Related Unit Tests Only Run Cases That The Number Of Channels Is 1. I Enforced Them To Run Against Both Input And Output Channels Are Great Than 1 Which Is More Common Case, And Check Output As Expected Given An Input. I Have Run All These Unit Tests On A Machine With 2 Gpus, They Produce Expected Output And Exactly Same As Tf And Th Backend.

### Related Issues

### Pr Overview

- [X] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Fix bug in dilated conv for CNTK (#11125)

* Fix bug in dilated conv for CNTK

* Only run cntk tests on GPU

* Add comments

* Run dilation tests as much as possbile","Fix bug in dilated conv for CNTK (#11125)

* Fix bug in dilated conv for CNTK

* Only run cntk tests on GPU

* Add comments

* Run dilation tests as much as possbile"
